electronic,electronic
electronic,dance
electronic,drum.and.bass
electronic,jungle
electronic,drill.and.bass
electronic,atmospheric.drum.and.bass
electronic,nu.disco
electronic,dark.disco
electronic,disco
electronic,italo.disco
electronic,dubstep
electronic,trip.hop
electronic,downtempo
electronic,ambient
electronic,breaks
electronic,indie.dance
electronic,electro
electronic,idm
electronic,juke
electronic,footwork
electronic,garage
electronic,speed.garage
electronic,uk.garage
electronic,future.garage
electronic,hardcore.dance
electronic,bass
electronic,uk.bass
electronic,future.bass
electronic,miami.bass
electronic,global.bass
electronic,breakbeat
electronic,bass.music
electronic,acid
electronic,industrial
electronic,gabber
electronic,breakcore
electronic,baile.funk
electronic,club
electronic,neurofunk
electronic,speedcore
electronic,modular
electronic,ebm
electronic,edm
electronic,happy.hardcore
electronic,freetekno
electronic,hardtek
electronic,synthwave
electronic,vaporwave
electronic,dark.synthwave
electronic,chillwave
electronic,retrowave
electronic,darkwave
electronic,barber.beats
electronic,plunderphonics
electronic,sound.collage
electronic,chiptune
electronic,8bit
electronic,bassline
electronic,acid.breaks
electronic,hardcore.breaks
electronic,future.funk
electronic,2.step
electronic,techstep
electronic,eurodance
electronic,italodance
electronic,hi.nrg
electronic,hands.up
electronic,future.jazz
electronic,acid.jazz
electronic,nu.jazz
electronic,future.jazzfunk
electronic,illbient
electronic,big.beat
electronic,turntablism
electronic,wonky
electronic,glitch.hop
electronic,ambient.dub
electronic,tekno
electronic,psychill
electronic,psydub
electronic,psybass
electronic,psyglitch
electronic,drumstep
electronic,halftime
electronic,neurohop
electronic,broken.beat
electronic,turntablism
electronic,scratch
electronic,dj.battle.tool
electronic,dj.tool
electronic,dj
electronic,cutup
electronic,beats
electronic,future.beats
electronic,gqom
electronic,uk.funky
electronic,deconstructed.club
electronic,post.club
electronic,afrotech
electronic,digital.hardcore
electronic,indietronica
house,melodic.house.and.techno
melodic.house,melodic.house.and.techno
hip.hop,rap
hip.hop,turntablism
hip.hop,beatbox
hip.hop,instrumental.hip.hop
hip.hop,gangsta
hip.hop,female.rap
hip.hop,gfunk
hip.hop,rap.rock
hip.hop,screw
hip.hop,southern.hip.hop
hip.hop,cloud.rap
black.metal,atmospheric.black.metal
black.metal,melodic.black.metal
black.metal,symphonic.black.metal 
black.metal,pagan.black.metal
black.metal,raw.black.metal
black.metal,depressive.black.metal
black.metal,post.black.metal
death.metal,brutal.death.metal
death.metal,progressive.death.metal
death.metal,melodic.death.metal
death.metal,old.school.death.metal
death.metal,technical.death.metal
doom.metal,blackened.doom.metal
doom.metal,traditional.doom.metal
heavy.metal,traditional.heavy.metal
sludge.metal,blackened.sludge.metal
thrash.metal,technical.thrash.metal
metal,grindcore
metal,metalcore
metal,deathcore
metal,progressive.deathcore
metal,nwobhm
metal,nwothm
metal,djent
deathcore,progressive.deathcore
rock,alternative.rock
rock,indie
rock,emo
rock,funk
rock,post.punk
rock,contemporary.post.punk
rock,krautrock
rock,heavy.psychedelic
rock,shoegaze
rock,dream.pop
rock,slowcore
rock,no.wave
rock,heavy.psych
rock,zamrock
rock,roots.reggae
rock,reggae
rock,post.hardcore
rock,grunge
rock,hair.metal
rock,screamo
rock,synthpop
rock,rockabilly
rock,rock.and.roll
rock,jam.band
rock,doomgaze
rock,jrock
rock,twee
rock,jangle.pop
rock,guitar.pop
rock,twee.pop
rock,retro.pop
rock,riot.grrrl
rock,rock.alternativo
rock,gypsy.punk
rock,chamber.pop
rock,acoustic.indie
rock,acoustic.pop
rock,new.wave
world.music,ethnomusicology
world.music,ethnographic
world.music,ethno.graphic
world.music,worldbeat
world.music,world.fusion
world.music,world.cinema
world.music,klezmer
world.music,celtic
world.music,bagpipe
world.music,reggaeton
world.music,reggae
world.music,roots.reggae
world.music,dancehall
world.music,latin
world.music,forro
world.music,northeastern.brazilian
world.music,salsa
world.music,samba
world.music,mambo
world.music,merengue
world.music,rumba
world.music,tango
world.music,electro.tango
world.music,dembow
world.music,urban.latin
world.music,corrido
world.music,norteno
world.music,afro.cuban
world.music,afro.cuban.jazz
world.music,bolero
world.music,vallenato
world.music,bossa.nova
world.music,mpb
world.music,trova
world.music,guaracha
world.music,guajira
world.music,guaguanco
world.music,guaguanc
world.music,cuban.son
world.music,cumbia
world.music,cumbia.peruana
world.music,digital.cumbia
world.music,nu.cumbia
world.music,cumbia.ecuatoriana
world.music,mariachi
world.music,cubano
world.music,flamenco
world.music,porro
world.music,latin.jazz
world.music,calypso
world.music,ranchera
world.music,pachanga
world.music,banda
world.music,nueva.cancion
world.music,corridos
world.music,copla
world.music,descarga
world.music,kichwa
world.music,quechua
world.music,zouk
world.music,bomba
world.music,charanga
world.music,texmex
world.music,pop.latino
world.music,chicha
world.music,bachata
world.music,chicha
world.music,conjunto
world.music,andean
world.music,andean.folk
world.music,andean.beat
world.music,champeta
world.music,sonero
world.music,son 
world.music,cuatro
world.music,batucada
world.music,carimbo
world.music,amazonia
world.music,cha.cha
world.music,cha.cha.cha
world.music,chacha
world.music,latin.rap
world.music,conjunto
world.music,african
world.music,african.music
world.music,afrobeat
world.music,afro.rock
world.music,bambara
world.music,highlife
world.music,yoruba
world.music,amapiano
world.music,kora
world.music,bambara
world.music,kwaito
world.music,desert.blues
world.music,afropop
world.music,afrofolk
world.music,west.african
world.music,soukous
world.music,afrobeats
world.music,bongo.flava
world.music,afrofusion
world.music,kwaito
world.music,afro.jazz
world.music,ethio.jazz
world.music,mande.music
world.music,juju
world.music,afro.funk
world.music,tizita
world.music,northeastern.african.music
world.music,afro.latin
world.music,afro.cuban.jazz
world.music,qaraami
world.music,somaliland
world.music,assouf
world.music,ethio.funk
world.music,sahrawi
world.music,sahrawi.music
world.music,berber
world.music,berber.music
world.music,oud
world.music,sufi
world.music,egyptian.jazz
world.music,egyptian.funk
world.music,global.rare.groove
world.music,west.african.music
world.music,north.african.music
world.music,tishoumaren
world.music,tuareg.music
world.music,tuareg
world.music,tamasheq
world.music,sahel.sounds
world.music,nubian
world.music,nubian.music
world.music,beja
world.music,african.blues
world.music,tambour
world.music,zar
world.music,wolof
world.music,griot
world.music,zamrock
world.music,mande.music
world.music,malian.tradition
world.music,fon.music
world.music,wolof.music
world.music,fula
world.music,nollywood
world.music,arabic
world.music,arabic.folk.music
world.music,persian
world.music,tel.aviv.yafo
world.music,persian.pop
world.music,farsi
world.music,islamica
world.music,indian
world.music,indian.classical
world.music,indian.pop
world.music,hindustani
world.music,mugham
world.music,kpop
world.music,bollywood
world.music,hindi
world.music,tamil
world.music,panjabi
world.music,punjabi
world.music,punjabi.pop
world.music,regional.indian
world.music,telugu
world.music,sitar
world.music,carnatic
world.music,carnatic.classical.music
world.music,gujarati
world.music,malayalam
world.music,indo.jazz
world.music,bhajan
world.music,hindustani.classical
world.music,dhrupad
world.music,raga
world.music,hindustani.classical.music
world.music,khyal
world.music,tabla
world.music,south.indian
world.music,north.indian
world.music,bhangra
world.music,indian.subcontinent
world.music,urdu
world.music,nordic.folk
world.music,scandinavian.folk
world.music,nyckelharpa
world.music,chanson
world.music,laika
world.music,fado
world.music,yiddish
world.music,jewish
world.music,hasidic
world.music,hebrew
world.music,gypsy
world.music,balkan
world.music,irish.folk
world.music,romani.folk.music
